API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
2.74233s,1.679 μs,2.74233s,110.176 ms,2.85251s,5.479 ms,115.657 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
2.74235s,1.674 μs,2.74235s,115.640 ms,2.85799s,1.952 μs,115.644 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.74235s,1.267 μs,2.74235s,115.640 ms,2.85799s,810.851 μs,116.452 ms,236089,236089,0,cudaLaunchKernel,0729 1 1,64    1    1,_5x_cudnn_volta_scudnn_128x32_relu_small_nn_v1
2.74235s,1.588 μs,2.74236s,116.447 ms,2.8588s,170.496 μs,116.619 ms,236089,236089,0,cudaLaunchKernel,11664 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74236s,1.686 μs,2.74236s,116.613 ms,2.85897s,169.121 μs,116.784 ms,236089,236089,0,cudaLaunchKernel,5832 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74237s,1.435 μs,2.74237s,116.770 ms,2.85914s,1.888 μs,116.773 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.74237s,1.454 μs,2.74238s,116.770 ms,2.85915s,552.162 μs,117.324 ms,236089,236089,0,cudaLaunchKernel,0729 2 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.74238s,1.417 μs,2.74238s,117.319 ms,2.8597s,677.155 μs,117.998 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74238s,1.456 μs,2.74238s,117.992 ms,2.86038s,674.051 μs,118.667 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.7424s,1.631 μs,2.7424s,118.650 ms,2.86105s,328.673 μs,118.980 ms,236089,236089,0,cudaLaunchKernel,32   32    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.7424s,1.421 μs,2.7424s,118.977 ms,2.86138s,5.344 μs,118.984 ms,236089,236089,0,cudaLaunchKernel,1 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.7424s,1.258 μs,2.74241s,118.981 ms,2.86139s,1.559 ms,120.542 ms,236089,236089,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.74241s,1.207 μs,2.74241s,120.540 ms,2.86295s,1.186 ms,121.727 ms,236089,236089,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.74241s,1.708 μs,2.74241s,121.722 ms,2.86413s,676.674 μs,122.400 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74242s,1.502 μs,2.74242s,122.394 ms,2.86481s,673.507 μs,123.069 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74242s,1.754 μs,2.74242s,123.060 ms,2.86548s,1.364 ms,124.426 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.74244s,1.462 μs,2.74244s,124.408 ms,2.86685s,1.232 ms,125.641 ms,236089,236089,0,cudaLaunchKernel,12 1 0128,64    1    1,volta_sgemm_64x64_nn
2.74245s,2.488 μs,2.74245s,125.631 ms,2.86808s,254.945 μs,125.888 ms,236089,236089,0,cudaLaunchKernel,17496 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74245s,1.752 μs,2.74246s,125.881 ms,2.86834s,252.929 μs,126.135 ms,236089,236089,0,cudaLaunchKernel,8748 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74247s,1.414 μs,2.74247s,126.122 ms,2.86859s,889.059 μs,127.012 ms,236089,236089,0,cudaLaunchKernel,12 3 0128,64    1    1,volta_sgemm_64x64_nn
2.74247s,1.508 μs,2.74247s,127.008 ms,2.86948s,1.013 ms,128.022 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74248s,1.646 μs,2.74248s,128.016 ms,2.87049s,1.010 ms,129.028 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74249s,1.588 μs,2.74249s,129.013 ms,2.8715s,491.426 μs,129.507 ms,236089,236089,0,cudaLaunchKernel,32   48    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.74249s,1.190 μs,2.74249s,129.504 ms,2.872s,12.896 μs,129.518 ms,236089,236089,0,cudaLaunchKernel,2 24 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.74249s,1.223 μs,2.74249s,129.515 ms,2.87201s,2.269 ms,131.786 ms,236089,236089,0,cudaLaunchKernel,98    3   36,64    1    1,volta_sgemm_64x64_nn
2.74249s,1.363 μs,2.7425s,131.783 ms,2.87428s,1.751 ms,133.535 ms,236089,236089,0,cudaLaunchKernel,32  192    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.7425s,1.465 μs,2.7425s,133.530 ms,2.87603s,1.014 ms,134.545 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.7425s,1.520 μs,2.7425s,134.540 ms,2.87704s,1.010 ms,135.551 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74251s,1.667 μs,2.74251s,135.543 ms,2.87806s,2.076 ms,137.620 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.74252s,1.496 μs,2.74253s,137.605 ms,2.88013s,1.851 ms,139.458 ms,236089,236089,0,cudaLaunchKernel,12 1 0128,64    1    1,volta_sgemm_64x64_nn
2.74253s,1.648 μs,2.74253s,139.452 ms,2.88198s,254.689 μs,139.708 ms,236089,236089,0,cudaLaunchKernel,17496 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74253s,1.490 μs,2.74254s,139.702 ms,2.88224s,252.481 μs,139.956 ms,236089,236089,0,cudaLaunchKernel,8748 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74255s,1.441 μs,2.74255s,139.945 ms,2.88249s,912.804 μs,140.859 ms,236089,236089,0,cudaLaunchKernel,12 3 0128,64    1    1,volta_sgemm_64x64_nn
2.74255s,1.641 μs,2.74255s,140.854 ms,2.8834s,1.012 ms,141.868 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74255s,1.428 μs,2.74255s,141.862 ms,2.88442s,1.008 ms,142.871 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74256s,1.519 μs,2.74257s,142.859 ms,2.88542s,488.514 μs,143.349 ms,236089,236089,0,cudaLaunchKernel,32   48    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.74257s,2.477 μs,2.74257s,143.346 ms,2.88591s,13.056 μs,143.361 ms,236089,236089,0,cudaLaunchKernel,2 24 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.74257s,1.514 μs,2.74257s,143.357 ms,2.88593s,2.293 ms,145.651 ms,236089,236089,0,cudaLaunchKernel,98    3   36,64    1    1,volta_sgemm_64x64_nn
2.74257s,1.194 μs,2.74257s,145.649 ms,2.88822s,1.762 ms,147.412 ms,236089,236089,0,cudaLaunchKernel,32  192    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.74257s,1.534 μs,2.74258s,147.407 ms,2.88998s,1.012 ms,148.421 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74258s,1.571 μs,2.74258s,148.415 ms,2.891s,1.008 ms,149.424 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74258s,1.482 μs,2.74259s,149.418 ms,2.892s,2.074 ms,151.494 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.7426s,1.644 μs,2.7426s,151.479 ms,2.89408s,1.857 μs,151.482 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.7426s,1.228 μs,2.7426s,151.479 ms,2.89408s,1.790 ms,153.271 ms,236089,236089,0,cudaLaunchKernel,0729 1 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.7426s,4.115 μs,2.74261s,153.263 ms,2.89587s,338.689 μs,153.606 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74261s,1.490 μs,2.74261s,153.597 ms,2.89621s,336.641 μs,153.935 ms,236089,236089,0,cudaLaunchKernel,11664 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74262s,1.382 μs,2.74263s,153.923 ms,2.89655s,1.888 μs,153.926 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.74263s,1.436 μs,2.74263s,153.923 ms,2.89655s,1.469 ms,155.393 ms,236089,236089,0,cudaLaunchKernel,0729 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.74263s,1.395 μs,2.74263s,155.389 ms,2.89802s,1.349 ms,156.739 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74263s,1.412 μs,2.74264s,156.733 ms,2.89937s,1.345 ms,158.080 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74265s,1.708 μs,2.74265s,158.068 ms,2.90072s,684.579 μs,158.754 ms,236089,236089,0,cudaLaunchKernel,32   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.74265s,3.281 μs,2.74265s,158.749 ms,2.9014s,23.136 μs,158.776 ms,236089,236089,0,cudaLaunchKernel,2   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.74265s,1.265 μs,2.74265s,158.771 ms,2.90142s,5.340 ms,164.112 ms,236089,236089,0,cudaLaunchKernel,196    2   36,0256 1 1,volta_sgemm_32x128_nn
2.74265s,1.175 μs,2.74265s,164.110 ms,2.90676s,2.339 ms,166.450 ms,236089,236089,0,cudaLaunchKernel,32  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.74266s,1.580 μs,2.74266s,166.445 ms,2.9091s,1.348 ms,167.795 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74266s,1.449 μs,2.74266s,167.790 ms,2.91045s,1.345 ms,169.136 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74267s,1.679 μs,2.74267s,169.129 ms,2.9118s,2.724 ms,171.855 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.74268s,1.652 μs,2.74268s,171.845 ms,2.91452s,2.953 ms,174.799 ms,236089,236089,0,cudaLaunchKernel,43264 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
2.74269s,2.903 μs,2.74269s,174.784 ms,2.91748s,1.984 μs,174.788 ms,236089,236089,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.74269s,1.263 μs,2.74269s,174.784 ms,2.91748s,591.298 μs,175.377 ms,236089,236089,0,cudaLaunchKernel,0169 1 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.7427s,1.523 μs,2.7427s,175.372 ms,2.91807s,80.289 μs,175.453 ms,236089,236089,0,cudaLaunchKernel,5408 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.7427s,1.631 μs,2.7427s,175.447 ms,2.91815s,78.561 μs,175.528 ms,236089,236089,0,cudaLaunchKernel,2704 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74272s,1.447 μs,2.74272s,175.514 ms,2.91823s,1.856 μs,175.518 ms,236089,236089,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.74272s,1.408 μs,2.74272s,175.515 ms,2.91823s,351.617 μs,175.868 ms,236089,236089,0,cudaLaunchKernel,0169 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.74272s,1.441 μs,2.74272s,175.863 ms,2.91859s,314.401 μs,176.179 ms,236089,236089,0,cudaLaunchKernel,21632 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74273s,1.433 μs,2.74273s,176.173 ms,2.9189s,312.450 μs,176.487 ms,236089,236089,0,cudaLaunchKernel,10816 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74274s,1.541 μs,2.74274s,176.473 ms,2.91921s,204.513 μs,176.679 ms,236089,236089,0,cudaLaunchKernel,8   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.74274s,1.392 μs,2.74274s,176.676 ms,2.91942s,22.784 μs,176.700 ms,236089,236089,0,cudaLaunchKernel,2   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.74274s,1.225 μs,2.74274s,176.697 ms,2.91944s,1.747 ms,178.445 ms,236089,236089,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.74274s,1.194 μs,2.74275s,178.443 ms,2.92119s,673.410 μs,179.118 ms,236089,236089,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.74275s,1.670 μs,2.74275s,179.113 ms,2.92186s,314.177 μs,179.429 ms,236089,236089,0,cudaLaunchKernel,21632 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74275s,1.441 μs,2.74275s,179.423 ms,2.92218s,312.546 μs,179.737 ms,236089,236089,0,cudaLaunchKernel,10816 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74276s,1.712 μs,2.74276s,179.730 ms,2.92249s,630.786 μs,180.363 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.7428s,3.219 μs,2.7428s,180.323 ms,2.92312s,724.835 μs,181.051 ms,236089,236089,0,cudaLaunchKernel,56    1    1,0256 1 1,"void at::native::<unnamed>::fused_dropout_kernel_vec<float, float, unsigned int, (int)1, (int)4, bool>(at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<T6, T3>, T3, T2, at::PhiloxCudaState)"
2.74281s,2.385 μs,2.74281s,181.033 ms,2.92385s,342.977 μs,181.378 ms,236089,236089,0,cudaLaunchKernel,3 2 0128,0128 1 1,"void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)5, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
2.74282s,1.707 μs,2.74282s,181.372 ms,2.92419s,12.352 μs,181.386 ms,236089,236089,0,cudaLaunchKernel,0845 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.74282s,1.615 μs,2.74282s,181.379 ms,2.9242s,5.664 μs,181.386 ms,236089,236089,0,cudaLaunchKernel,0423 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.74285s,3.047 μs,2.74286s,181.353 ms,2.92421s,9.408 μs,181.366 ms,236089,236089,0,cudaLaunchKernel,80    1    1,32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)"
2.74289s,2.729 μs,2.74289s,181.327 ms,2.92422s,6.048 μs,181.336 ms,236089,236089,0,cudaLaunchKernel,2 1 2001,8   64    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
2.93127s,16.873 μs,-,-,2.93128s,1.823 μs,17.877 μs,236089,236089,0,cudaLaunchKernel,47    1    1,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
