API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
2.82699s,3.121 μs,2.82699s,47.254 ms,2.87425s,3.143 ms,50.400 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82699s,1.426 μs,2.82699s,50.395 ms,2.87739s,6.816 μs,50.404 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.827s,1.399 μs,2.827s,50.400 ms,2.8774s,3.466 ms,53.868 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
2.827s,1.629 μs,2.827s,53.865 ms,2.88086s,2.404 ms,56.270 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82701s,1.730 μs,2.82701s,56.259 ms,2.88327s,1.632 μs,56.262 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82703s,1.673 μs,2.82703s,56.242 ms,2.88327s,2.377 ms,58.621 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82704s,2.517 μs,2.82704s,58.608 ms,2.88565s,2.117 ms,60.727 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.82704s,1.826 μs,2.82705s,60.720 ms,2.88777s,1.447 ms,62.168 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82706s,1.682 μs,2.82706s,62.152 ms,2.88921s,3.147 ms,65.301 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82706s,1.359 μs,2.82706s,65.299 ms,2.89236s,7.296 μs,65.308 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.82706s,1.408 μs,2.82706s,65.304 ms,2.89237s,3.461 ms,68.767 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
2.82706s,1.402 μs,2.82707s,68.764 ms,2.89583s,2.396 ms,71.162 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82707s,1.587 μs,2.82708s,71.152 ms,2.89823s,1.728 μs,71.155 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82709s,1.693 μs,2.8271s,71.134 ms,2.89823s,2.370 ms,73.506 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.8271s,1.682 μs,2.8271s,73.498 ms,2.9006s,1.450 ms,74.949 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82711s,1.743 μs,2.82711s,74.936 ms,2.90205s,3.164 ms,78.103 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82711s,1.326 μs,2.82712s,78.100 ms,2.90522s,7.008 μs,78.108 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.82712s,1.357 μs,2.82712s,78.105 ms,2.90522s,3.442 ms,81.549 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
2.82712s,1.503 μs,2.82712s,81.546 ms,2.90867s,2.412 ms,83.960 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82713s,2.881 μs,2.82713s,83.949 ms,2.91108s,1.729 μs,83.953 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82715s,1.605 μs,2.82715s,83.933 ms,2.91108s,2.369 ms,86.304 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82715s,1.686 μs,2.82715s,86.298 ms,2.91345s,2.120 ms,88.420 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.82716s,1.818 μs,2.82716s,88.413 ms,2.91557s,1.449 ms,89.865 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82718s,2.569 μs,2.82719s,89.835 ms,2.91702s,1.920 μs,89.840 ms,235544,235544,0,cudaLaunchKernel,4 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.82719s,2.741 μs,2.82719s,89.832 ms,2.91702s,5.098 ms,94.933 ms,235544,235544,0,cudaLaunchKernel,0784 1 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.8272s,1.617 μs,2.8272s,94.923 ms,2.92212s,1.696 μs,94.926 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82722s,2.660 μs,2.82722s,94.905 ms,2.92212s,1.106 ms,96.014 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82722s,1.575 μs,2.82722s,96.005 ms,2.92323s,724.834 μs,96.732 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82724s,1.534 μs,2.82724s,96.717 ms,2.92395s,1.385 ms,98.104 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82724s,1.545 μs,2.82724s,98.101 ms,2.92534s,22.784 μs,98.125 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.82724s,2.050 μs,2.82724s,98.121 ms,2.92536s,4.709 ms,102.832 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.82724s,1.365 μs,2.82725s,102.828 ms,2.93007s,1.191 ms,104.021 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82725s,1.595 μs,2.82725s,104.012 ms,2.93127s,1.632 μs,104.015 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82727s,1.848 μs,2.82727s,103.995 ms,2.93127s,1.106 ms,105.103 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82729s,1.713 μs,2.82729s,105.086 ms,2.93237s,1.823 μs,105.090 ms,235544,235544,0,cudaLaunchKernel,4 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.82729s,1.457 μs,2.82729s,105.086 ms,2.93238s,870.338 μs,105.958 ms,235544,235544,0,cudaLaunchKernel,0784 1 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.8273s,1.778 μs,2.8273s,105.949 ms,2.93325s,1.663 μs,105.953 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82731s,1.665 μs,2.82732s,105.932 ms,2.93325s,1.108 ms,107.042 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82732s,1.673 μs,2.82732s,107.036 ms,2.93436s,1.061 ms,108.098 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.82733s,1.549 μs,2.82733s,108.092 ms,2.93542s,724.546 μs,108.818 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82734s,1.646 μs,2.82734s,108.804 ms,2.93614s,1.391 ms,110.196 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82734s,1.294 μs,2.82734s,110.194 ms,2.93754s,23.072 μs,110.218 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.82734s,1.307 μs,2.82734s,110.215 ms,2.93756s,4.707 ms,114.924 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.82734s,1.281 μs,2.82735s,114.922 ms,2.94227s,1.188 ms,116.111 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82735s,1.648 μs,2.82735s,116.102 ms,2.94346s,1.695 μs,116.106 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82737s,1.612 μs,2.82737s,116.086 ms,2.94346s,1.106 ms,117.194 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82738s,1.573 μs,2.82738s,117.187 ms,2.94456s,721.698 μs,117.910 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82739s,1.486 μs,2.82739s,117.899 ms,2.94529s,1.391 ms,119.291 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82739s,1.457 μs,2.82739s,119.288 ms,2.94668s,23.168 μs,119.313 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.82739s,2.510 μs,2.82739s,119.309 ms,2.9467s,4.963 ms,124.275 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.82739s,1.304 μs,2.82739s,124.272 ms,2.95167s,1.185 ms,125.458 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.8274s,1.567 μs,2.8274s,125.450 ms,2.95285s,1.759 μs,125.453 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82742s,1.691 μs,2.82742s,125.435 ms,2.95285s,1.101 ms,126.538 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82742s,1.589 μs,2.82742s,126.532 ms,2.95395s,1.056 ms,127.590 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.82743s,3.918 μs,2.82743s,127.582 ms,2.95501s,721.889 μs,128.307 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82745s,1.650 μs,2.82745s,128.286 ms,2.95573s,2.081 μs,128.289 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.82745s,2.601 μs,2.82745s,128.284 ms,2.95574s,5.613 ms,133.900 ms,235544,235544,0,cudaLaunchKernel,0196 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1
2.82746s,1.535 μs,2.82746s,133.891 ms,2.96135s,1.760 μs,133.894 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82748s,1.602 μs,2.82748s,133.874 ms,2.96135s,588.674 μs,134.465 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82748s,1.610 μs,2.82748s,134.457 ms,2.96194s,361.090 μs,134.820 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.8275s,1.700 μs,2.8275s,134.807 ms,2.9623s,800.130 μs,135.609 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.8275s,1.279 μs,2.8275s,135.606 ms,2.9631s,92.449 μs,135.700 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.8275s,1.633 μs,2.8275s,135.696 ms,2.9632s,6.091 ms,141.789 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.8275s,1.251 μs,2.8275s,141.786 ms,2.96929s,697.473 μs,142.485 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82751s,1.893 μs,2.82751s,142.476 ms,2.96999s,1.696 μs,142.480 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82753s,1.580 μs,2.82753s,142.460 ms,2.96999s,584.706 μs,143.046 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82754s,1.955 μs,2.82754s,143.031 ms,2.97057s,1.952 μs,143.035 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.82754s,1.678 μs,2.82755s,143.031 ms,2.97058s,867.746 μs,143.900 ms,235544,235544,0,cudaLaunchKernel,0196 2 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.82755s,1.492 μs,2.82755s,143.893 ms,2.97145s,1.696 μs,143.896 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82757s,1.596 μs,2.82757s,143.877 ms,2.97145s,592.129 μs,144.471 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82757s,1.545 μs,2.82758s,144.465 ms,2.97204s,528.610 μs,144.995 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.82758s,1.727 μs,2.82758s,144.989 ms,2.97257s,361.248 μs,145.352 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82759s,1.717 μs,2.82759s,145.338 ms,2.97293s,798.594 μs,146.138 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.8276s,2.350 μs,2.8276s,146.130 ms,2.97373s,93.217 μs,146.226 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.8276s,1.437 μs,2.8276s,146.222 ms,2.97382s,6.124 ms,152.346 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.8276s,2.549 μs,2.82761s,152.343 ms,2.97995s,696.642 μs,153.042 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82761s,1.516 μs,2.82761s,153.032 ms,2.98065s,1.792 μs,153.036 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82763s,1.535 μs,2.82763s,153.018 ms,2.98065s,589.218 μs,153.609 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.82763s,1.560 μs,2.82764s,153.601 ms,2.98124s,360.065 μs,153.963 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82765s,1.681 μs,2.82765s,153.950 ms,2.9816s,799.458 μs,154.752 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.82765s,1.325 μs,2.82765s,154.749 ms,2.9824s,91.329 μs,154.842 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.82765s,1.271 μs,2.82765s,154.839 ms,2.98249s,6.259 ms,161.099 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.82765s,1.262 μs,2.82765s,161.097 ms,2.98875s,697.666 μs,161.796 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.82766s,1.664 μs,2.82766s,161.787 ms,2.98945s,1.824 μs,161.791 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.82767s,1.583 μs,2.82768s,161.774 ms,2.98945s,589.825 μs,162.365 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
